Unnamed: 0,stationTriplet,stationId,stateCode,networkCode,name,dcoCode,countyName,huc,elevation,latitude,longitude,dataTimeZone,pedonCode,shefId,beginDate,endDate,silt_0_30cm,clay_0_30cm,nitrogen_0_30cm,sand_0_30cm,soc_0_30cm
2312,2156:UT:SCAN,2156,UT,SCAN,Manderfield,GC,Beaver,160300070101,6190,38.36649,-112.64291,-7,40633,MNDU1,2010-04-16 00:00,2100-01-01 00:00,492.67,241.33,182.67,266.33,170.33
2316,2149:CA:SCAN,2149,CA,SCAN,Marble Creek,GC,Mono,180901020501,6190,37.77767,-118.4209,-8,40058,MCXC1,2009-05-06 00:00,2100-01-01 00:00,200.33,68.33,73.33,731.67,76.0
2320,15:PR:SCAN,15,PR,SCAN,Maricao Forest,GC,UNKNOWN,210100030405,1670,18.15,-67.00468,-4,28522,MAFP4,2001-05-08 00:00,2100-01-01 00:00,361.67,378.67,402.33,259.33,545.0
2322,2225:MO:SCAN,2225,MO,SCAN,Mark Twain HS,GC,Ralls,71100070205,730,39.51311,-91.51401,-6,2018MO,CNRM7,2018-05-17 00:00,2100-01-01 00:00,683.33,257.67,178.67,59.33,180.33
2338,2043:NH:SCAN,2043,NH,SCAN,Mascoma River,GC,Grafton,10801060101,1390,43.7756,-72.02593,-5,24097,MSRN3,1998-08-03 00:00,2100-01-01 00:00,228.33,32.33,1088.67,739.33,2378.0
2339,2004:IL:SCAN,2004,IL,SCAN,Mason #1,GC,Mason,71300030507,490,40.31314,-89.90187,-6,18819,MASI2,1993-10-01 00:00,2100-01-01 00:00,217.33,126.0,227.33,656.67,186.0
2345,2110:MS:SCAN,2110,MS,SCAN,Mayday,GC,Yazoo,80302060902,100,32.86153,-90.51989,-6,32626,MAYM6,2005-09-23 00:00,2100-01-01 00:00,495.33,450.33,178.33,54.33,158.67
2356,2075:TN:SCAN,2075,TN,SCAN,McAllister Farm,GC,Lincoln,60300020302,940,35.06445,-86.59137,-6,30332,MCAT1,2003-06-02 00:00,2100-01-01 00:00,587.33,254.67,167.33,158.0,174.0
2363,2140:UT:SCAN,2140,UT,SCAN,Mccracken Mesa,GC,San Juan,140802010508,5310,37.44671,-109.33776,-7,34636,RACU1,2007-09-19 00:00,2100-01-01 00:00,284.33,241.33,75.33,474.33,72.33
2442,2129:UT:SCAN,2129,UT,SCAN,Milford,GC,Beaver,160300070406,5000,38.34196,-113.01053,-7,34113,MFRU1,2007-05-12 00:00,2100-01-01 00:00,531.33,336.67,160.67,132.33,139.0
2482,2232:PR:SCAN,2232,PR,SCAN,Miradero,GC,UNKNOWN,210100030302,130,18.21139,-67.13454,-4,21400,AYGP4,2022-05-04 00:00,2100-01-01 00:00,394.0,536.67,306.0,69.0,376.67
2508,2119:MT:SCAN,2119,MT,SCAN,Moccasin,GC,Judith Basin,100401030508,4250,47.05818,-109.95082,-7,33996,MSCM8,2006-10-21 00:00,2100-01-01 00:00,349.0,323.33,215.33,327.67,222.67
2513,2014:OH:SCAN,2014,OH,SCAN,Molly Caren #1,GC,Madison,50600020102,1030,39.95,-83.45,-5,19347,MOLO1,1993-10-01 00:00,2100-01-01 00:00,498.33,322.0,322.33,179.67,205.67
2521,2217:CA:SCAN,2217,CA,SCAN,Monocline Ridge,GC,Fresno,180300090904,890,36.54417,-120.55463,-8,,RGMC1,2014-10-29 00:00,2100-01-01 00:00,385.67,314.0,103.67,300.33,94.0
2539,2062:AK:SCAN,2062,AK,SCAN,Moose Inc,GC,Kenai Peninsula,190203010806,110,59.68881,-151.37108,-9,,MOIA2,2002-05-06 00:00,2100-01-01 00:00,495.33,93.0,488.33,411.67,1292.0
2548,2133:UT:SCAN,2133,UT,SCAN,Morgan,GC,Morgan,160201020106,5120,40.9999,-111.68555,-7,34633,MRGU1,2007-05-17 00:00,2100-01-01 00:00,372.67,195.33,362.0,431.67,298.67
2555,2178:AL:SCAN,2178,AL,SCAN,Morris Farms,GC,Macon,31501100504,220,32.41222,-85.91028,-6,70254,MRSA1,2010-04-13 00:00,2100-01-01 00:00,320.0,172.67,134.33,507.33,206.67
2591,2041:VT:SCAN,2041,VT,SCAN,Mount Mansfield,GC,Chittenden,41504050201,2310,44.53509,-72.83451,-5,25911,MMSV1,2000-09-13 00:00,2100-01-01 00:00,456.33,88.67,706.0,455.0,1235.0
2604,2134:UT:SCAN,2134,UT,SCAN,Mountain Home,GC,Duchesne,140600030802,6930,40.37263,-110.40602,-7,34631,MHMU1,2007-09-11 00:00,2100-01-01 00:00,300.67,217.0,258.67,482.33,260.33
2616,2060:MO:SCAN,2060,MO,SCAN,Mt Vernon,GC,Lawrence,110702070107,1230,37.073,-93.88158,-6,28843,MVEM7,2002-03-27 00:00,2100-01-01 00:00,724.33,176.33,189.33,98.67,185.0
2660,2039:VA:SCAN,2039,VA,SCAN,N Piedmont Arec,GC,Orange,20801060501,550,38.23333,-78.11667,-5,,NPAV2,2000-06-08 00:00,2100-01-01 00:00,423.0,291.67,217.67,285.33,338.67
2663,2228:TX:SCAN,2228,TX,SCAN,Nacogdoches,GC,Nacogdoches,120200040705,240,31.504,-94.75994,-6,TX347,ANFT2,2018-04-26 00:00,2100-01-01 00:00,340.67,74.0,102.0,585.0,129.67
2679,2137:UT:SCAN,2137,UT,SCAN,Nephi,GC,Juab,160202010101,5250,39.64554,-111.87044,-7,34632,NPIU1,2007-09-14 00:00,2100-01-01 00:00,459.67,248.0,178.0,292.0,181.67
2749,2087:MS:SCAN,2087,MS,SCAN,North Issaquena,GC,Issaquena,80302090304,110,32.9972,-91.05993,-6,31332,NORM6,2004-02-10 00:00,2100-01-01 00:00,582.33,370.67,164.0,47.0,135.0
2774,2017:CO:SCAN,2017,CO,SCAN,Nunn #1,GC,Weld,101900080301,5470,40.85989,-104.74033,-7,18289,NUNC2,1993-10-20 00:00,2100-01-01 00:00,198.33,196.33,114.33,605.33,95.33
2815,2033:MS:SCAN,2033,MS,SCAN,Onward,GC,Sharkey,80302090605,100,32.75358,-90.94208,-6,24680,OONM6,1999-09-17 00:00,2100-01-01 00:00,608.33,337.33,166.67,54.0,128.67
2819,674:ID:SCAN,674,ID,SCAN,Orchard Range Site,GC,Ada,170501010901,3190,43.32268,-115.99643,-7,,ORRI1,1983-10-01 00:00,2100-01-01 00:00,533.33,169.33,107.67,297.33,101.33
2861,2157:UT:SCAN,2157,UT,SCAN,Panguitch,GC,Garfield,160300010502,6530,37.86975,-112.43437,-7,40637,PNGU1,2010-01-25 00:00,2100-01-01 00:00,312.33,233.33,235.0,454.0,256.33
2878,2153:UT:SCAN,2153,UT,SCAN,Park Valley,GC,Box Elder,160203081407,5100,41.77318,-113.28596,-7,43922,PVLU1,2010-01-14 00:00,2100-01-01 00:00,402.67,169.33,132.0,427.67,96.67
2909,2037:SC:SCAN,2037,SC,SCAN,Pee Dee,GC,Darlington,30402010809,120,34.3,-79.73333,-5,,PDDS1,1999-11-15 09:00,2100-01-01 00:00,273.33,212.67,222.33,514.33,256.67
2917,2181:AL:SCAN,2181,AL,SCAN,Perdido Riv Farms,GC,Escambia,31401060101,300,31.10923,-87.55277,-6,39762,PRDA1,2010-05-08 00:00,2100-01-01 00:00,340.67,127.67,274.67,531.0,194.67
2920,2046:MS:SCAN,2046,MS,SCAN,Perthshire,GC,Bolivar,80302071101,150,33.9737,-90.90496,-6,27796,PERM6,2002-04-16 00:00,2100-01-01 00:00,551.33,429.0,197.33,19.33,159.33
2933,2093:KS:SCAN,2093,KS,SCAN,Phillipsburg,GC,Phillips,102600120103,1980,39.78638,-99.32953,-6,31339,PHBK1,2004-06-23 09:00,2100-01-01 00:00,662.67,266.67,163.67,70.67,165.67
2955,2144:NV:SCAN,2144,NV,SCAN,Pine Nut,GC,Clark,150100150202,6780,36.57285,-115.20422,-8,2144,NUTN2,2007-10-27 00:00,2100-01-01 00:00,346.0,154.67,130.33,499.0,143.33
3027,2049:MD:SCAN,2049,MD,SCAN,Powder Mill,GC,Prince George's,20700100203,130,39.01667,-76.85,-5,27253,PWDM2,2001-10-30 00:00,2100-01-01 00:00,372.33,177.0,319.67,450.67,433.33
3036,2061:MO:SCAN,2061,MO,SCAN,Powell Gardens,GC,Johnson,103001040102,920,38.86667,-94.03333,-6,28842,PWGM7,2002-03-27 15:00,2100-01-01 00:00,612.33,351.33,245.0,36.0,242.33
3038,2016:TX:SCAN,2016,TX,SCAN,Prairie View #1,GC,Waller,120401020101,270,30.08333,-95.98333,-6,19324,PRVT2,1993-10-01 00:00,2100-01-01 00:00,327.0,172.67,196.0,500.0,190.0
3042,2132:UT:SCAN,2132,UT,SCAN,Price,GC,Carbon,140600070603,5640,39.53288,-110.80604,-7,34111,PCEU1,2007-05-16 00:00,2100-01-01 00:00,449.0,271.33,92.67,279.67,75.0
3052,2005:KY:SCAN,2005,KY,SCAN,Princeton #1,GC,Caldwell,51402050301,600,37.1,-87.83333,-6,18820,PTNK2,1993-10-01 00:00,2100-01-01 00:00,647.33,256.67,181.67,95.67,177.0
3082,2238:HI:SCAN,2238,HI,SCAN,Puuwai Ranch,GC,Hawaii,200100000206,2830,19.98566,-155.35558,-10,,,2024-06-06 00:00,2100-01-01 00:00,329.33,305.0,367.67,365.67,458.67
3117,2236:CA:SCAN,2236,CA,SCAN,Rancheria,GC,Mono,180901010405,7190,38.07666,-119.11417,-8,,,2023-09-26 00:00,2100-01-01 00:00,244.67,126.0,181.67,629.0,212.67
3163,2104:TX:SCAN,2104,TX,SCAN,Reese Center,GC,Lubbock,120500011203,3330,33.61536,-102.03869,-6,30942,REET2,2005-03-10 00:00,2100-01-01 00:00,216.33,188.67,100.0,594.67,89.67
3176,2089:VA:SCAN,2089,VA,SCAN,Reynolds Homestead,GC,Patrick,30101030407,1120,36.64517,-80.14902,-5,,REYV2,2004-04-07 17:00,2100-01-01 00:00,360.33,208.67,182.67,430.33,260.0
3191,2199:TX:SCAN,2199,TX,SCAN,Riesel,GC,Falls,120701010206,550,31.47907,-96.88162,-6,,RIET2,2013-09-10 00:00,2100-01-01 00:00,424.67,468.67,147.67,107.33,179.67
3220,2182:AL:SCAN,2182,AL,SCAN,River Road Farms,GC,Houston,31300040801,110,31.01912,-85.03693,-6,,RVRA1,2010-05-09 00:00,2100-01-01 00:00,90.67,85.0,148.67,824.33,172.67
3254,2036:PA:SCAN,2036,PA,SCAN,Rock Springs Pa,GC,Centre,20503020404,1240,40.71667,-77.93333,-5,24539,RSPP1,1999-11-04 00:00,2100-01-01 00:00,579.67,228.33,298.33,192.0,341.67
3263,2001:NE:SCAN,2001,NE,SCAN,Rogers Farm #1,GC,Lancaster,102002030905,1200,40.85,-96.46667,-6,18827,ROFN1,1993-10-19 00:00,2100-01-01 00:00,643.0,342.67,197.0,14.33,228.67
3289,2229:NV:SCAN,2229,NV,SCAN,Ruby,GC,Elko,160600071103,6010,40.63697,-115.2212,-8,,RBYN2,2019-08-26 00:00,2100-01-01 00:00,452.0,201.67,136.33,346.0,123.0
3337,2200:TX:SCAN,2200,TX,SCAN,San Angelo,GC,Tom Green,120901040509,1970,31.5496,-100.50748,-6,73919,SXXT2,2013-09-11 00:00,2100-01-01 00:00,379.33,352.0,185.0,269.0,185.33
3353,2159:UT:SCAN,2159,UT,SCAN,Sand Hollow,GC,Washington,150100080907,3090,37.10516,-113.35615,-7,43932,SHWU1,2010-01-28 00:00,2100-01-01 00:00,57.33,63.33,57.33,879.33,52.33
3361,2109:MS:SCAN,2109,MS,SCAN,Sandy Ridge,GC,Sunflower,80302070406,130,33.65911,-90.57297,-6,32625,SRXM6,2005-09-22 00:00,2100-01-01 00:00,536.0,380.0,168.67,84.33,146.0
3391,2193:MO:SCAN,2193,MO,SCAN,Schell-Osage,GC,St. Clair,102901050206,800,37.9872,-94.0364,-6,59536,SCOM7,2012-07-24 00:00,2100-01-01 00:00,607.33,201.0,209.0,191.67,219.67
3395,2063:AK:SCAN,2063,AK,SCAN,Schor Garden,GC,Kenai Peninsula,190203010806,380,59.6927,-151.394,-9,,SCHA2,2002-05-06 00:00,2100-01-01 00:00,536.0,80.0,479.0,384.33,1254.67
3403,2070:MS:SCAN,2070,MS,SCAN,Scott,GC,Bolivar,80302071801,140,33.61962,-91.10184,-6,32317,SCOM6,2002-08-12 00:00,2100-01-01 00:00,535.33,371.0,164.67,93.67,155.0
3414,2012:FL:SCAN,2012,FL,SCAN,Sellers Lake #1,GC,Lake,30801011704,60,29.1,-81.63333,-5,19323,SLKF1,1994-10-01 00:00,2100-01-01 00:00,28.0,17.33,1710.67,954.33,295.67
3415,2176:AL:SCAN,2176,AL,SCAN,Selma,GC,Dallas,31502011205,140,32.40392,-86.89137,-6,70253,SMAA1,2010-04-11 00:00,2100-01-01 00:00,416.33,255.33,131.0,328.0,204.67
3432,2171:NM:SCAN,2171,NM,SCAN,Sevilleta,GC,Socorro,130202030703,5250,34.35813,-106.69127,-7,53314,SEVN5,2010-03-09 00:00,2100-01-01 00:00,274.0,222.33,69.67,503.67,75.67
3453,2186:CA:SCAN,2186,CA,SCAN,Shadow Mtns,GC,San Bernardino,180902031105,3580,35.46607,-115.7151,-8,70989,DWMC1,2011-11-18 00:00,2100-01-01 00:00,201.67,112.33,35.0,685.67,32.67
3454,2068:IA:SCAN,2068,IA,SCAN,Shagbark Hills,GC,Woodbury,102300031501,1360,42.44481,-95.76793,-6,28844,SHAI4,2002-06-19 09:00,2100-01-01 00:00,641.0,318.0,213.67,41.0,206.0
3458,2227:MO:SCAN,2227,MO,SCAN,Shaw Nature Reserve,GC,Franklin,71401020902,580,38.47889,-90.80639,-6,,SNRM7,2018-05-16 00:00,2100-01-01 00:00,678.0,243.0,205.67,79.0,206.33
3468,2088:VA:SCAN,2088,VA,SCAN,Shenandoah,GC,Augusta,20802020402,1760,37.93299,-79.21513,-5,,SHDV2,2004-04-06 00:00,2100-01-01 00:00,541.67,381.67,226.0,76.33,283.33
3490,2120:MT:SCAN,2120,MT,SCAN,Sidney,GC,Richland,101000042503,2270,47.77102,-104.247,-7,34002,SISM8,2006-10-24 00:00,2100-01-01 00:00,443.0,300.67,171.33,256.33,181.0
3499,2086:MS:SCAN,2086,MS,SCAN,Silver City,GC,Humphreys,80302071705,110,33.0875,-90.51151,-6,31331,SILM6,2004-02-10 00:00,2100-01-01 00:00,621.0,299.0,170.0,80.67,144.33
3512,2101:HI:SCAN,2101,HI,SCAN,Silver Sword,GC,Hawaii,200100000401,9320,19.76505,-155.42348,-10,32498,SLVH1,2005-02-19 00:00,2100-01-01 00:00,270.33,322.67,321.33,406.67,419.0
3521,2231:MO:SCAN,2231,MO,SCAN,Sinkin Forest,GC,Dent,110100080301,1330,37.50138,-91.2594,-6,,,2021-07-06 00:00,2100-01-01 00:00,574.0,149.0,212.0,277.33,248.0
3639,2047:MO:SCAN,2047,MO,SCAN,Spickard,GC,Audrain,102801021004,870,40.25,-93.71667,-6,28816,SPCM7,2001-09-19 00:00,2100-01-01 00:00,550.67,342.67,224.0,106.33,193.33
3643,2154:UT:SCAN,2154,UT,SCAN,Split Mountain,GC,Uintah,140600101102,4850,40.39136,-109.35326,-7,43991,SPMU1,2010-01-19 00:00,2100-01-01 00:00,357.67,273.33,178.0,369.67,360.0
3647,2158:UT:SCAN,2158,UT,SCAN,Spooky,GC,Kane,140700050701,5340,37.51468,-111.26189,-7,,SPYU1,2010-04-14 00:00,2100-01-01 00:00,283.0,186.67,54.67,530.33,48.67
3692,2056:AL:SCAN,2056,AL,SCAN,Stanley Farm,GC,Morgan,60300020605,570,34.43935,-86.68734,-6,27794,STAA1,2002-02-23 00:00,2100-01-01 00:00,366.33,218.33,186.0,415.33,196.0
3693,2064:MS:SCAN,2064,MS,SCAN,Starkville,GC,Oktibbeha,31601040507,270,33.47094,-88.78051,-6,27795,STKM6,1999-09-17 00:00,2100-01-01 00:00,508.33,329.0,156.67,162.67,167.0
3713,2203:TX:SCAN,2203,TX,SCAN,Stephenville,GC,Erath,120602040103,1310,32.24535,-98.19563,-6,,SPVT2,2013-09-14 00:00,2100-01-01 00:00,242.33,160.0,162.67,597.67,154.67
3740,2219:CA:SCAN,2219,CA,SCAN,Stubblefield,GC,San Luis Obispo,180600030101,3020,34.97018,-119.47831,-8,,DLFC1,2014-10-31 00:00,2100-01-01 00:00,354.0,186.33,133.67,459.33,134.67
3746,2179:AL:SCAN,2179,AL,SCAN,Sudduth Farms,GC,Winston,31601100303,790,34.17973,-87.45618,-6,70257,SUDA1,2010-04-14 00:00,2100-01-01 00:00,477.67,281.0,165.67,241.33,199.0
3807,808:MT:SCAN,808,MT,SCAN,Table Mountain,GC,Gallatin,100200071505,4470,45.80272,-111.58655,-7,34591,TABM8,1986-09-30 00:00,2100-01-01 00:00,368.0,398.67,163.33,233.33,129.67
3891,2233:NM:SCAN,2233,NM,SCAN,Thoreau,GC,McKinley,130202070101,7070,35.40455,-108.1783,-7,,,2022-06-01 00:00,2100-01-01 00:00,246.67,234.67,79.67,518.67,86.33
3905,2008:NC:SCAN,2008,NC,SCAN,Tidewater #1,GC,Washington,30102050103,10,35.86667,-76.65,-5,18823,TIDN7,1993-10-01 00:00,2100-01-01 00:00,342.33,186.0,313.33,471.67,345.67
3920,2082:MS:SCAN,2082,MS,SCAN,Tnc Fort Bayou,GC,Jackson,31700090604,40,30.4712,-88.74162,-6,30981,TFBM6,2003-11-04 00:00,2100-01-01 00:00,184.33,55.33,269.0,760.67,232.67
3952,2018:WY:SCAN,2018,WY,SCAN,Torrington #1,GC,Goshen,101800090503,4180,42.07053,-104.14084,-7,19540,TRGW4,1993-10-21 00:00,2100-01-01 00:00,315.67,222.33,140.67,462.0,127.33
3983,2142:NV:SCAN,2142,NV,SCAN,Trough Springs,GC,Clark,160600150101,7860,36.37355,-115.78127,-8,31755,TRUN2,2007-10-28 00:00,2100-01-01 00:00,512.67,234.33,401.0,253.33,285.67
4010,2163:UT:SCAN,2163,UT,SCAN,Tule Valley,GC,Millard,160203030103,4600,39.23724,-113.45866,-7,43927,TULU1,2010-03-08 00:00,2100-01-01 00:00,360.33,210.33,44.33,429.33,49.67
4011,2034:MS:SCAN,2034,MS,SCAN,Tunica,GC,Tunica,80302040801,190,34.6764,-90.41142,-6,24682,TNAM6,1999-09-17 00:00,2100-01-01 00:00,510.33,364.0,216.67,125.0,183.67
4020,2115:AL:SCAN,2115,AL,SCAN,Tuskegee,GC,Macon,31501100503,410,32.43455,-85.74802,-6,33155,TKSA1,2006-05-18 00:00,2100-01-01 00:00,129.33,121.67,130.67,749.33,179.0
4035,2226:MO:SCAN,2226,MO,SCAN,Twin Pines Conservation Area,GC,Shannon,110100080401,960,36.99024,-91.30943,-6,2018MO,TPCM7,2018-05-22 00:00,2100-01-01 00:00,491.33,213.67,174.67,295.0,186.67
4042,2083:AR:SCAN,2083,AR,SCAN,Uapb Campus-PB,GC,Jefferson,111102070605,230,34.25188,-92.02632,-6,31334,UAPA4,2004-02-05 00:00,2100-01-01 00:00,569.0,186.0,151.33,245.33,153.33
4043,2091:AR:SCAN,2091,AR,SCAN,Uapb Dewitt,GC,Arkansas,80203030104,190,34.27788,-91.35017,-6,32242,DWTA4,2004-05-06 00:00,2100-01-01 00:00,701.0,242.67,174.67,56.67,144.0
4044,2090:AR:SCAN,2090,AR,SCAN,Uapb Point Remove,GC,Pope,111102030304,310,35.20842,-92.92462,-6,32243,POIA4,2004-05-04 00:00,2100-01-01 00:00,438.67,163.0,141.0,398.0,144.33
4045,2085:AR:SCAN,2085,AR,SCAN,Uapb-Earle,GC,Crittenden,80202031212,210,35.27732,-90.45031,-6,,UAEA4,2004-02-07 00:00,2100-01-01 00:00,452.33,415.0,164.0,132.67,134.33
4046,2030:AR:SCAN,2030,AR,SCAN,Uapb-Lonoke Farm,GC,Lonoke,80203010401,250,34.85,-91.88333,-6,24684,LNKA4,1999-09-16 00:00,2100-01-01 00:00,732.67,189.0,152.33,78.0,166.33
4047,2084:AR:SCAN,2084,AR,SCAN,Uapb-Marianna,GC,Lee,80203040301,220,34.7849,-90.81769,-6,31335,UAMA4,2004-02-06 00:00,2100-01-01 00:00,770.33,191.67,190.0,38.0,154.33
4061,2123:VI:SCAN,2123,VI,SCAN,Upper Bethlehem,GC,St. Croix,210200020203,110,17.71833,-64.79518,-4,34003,UBEV3,2006-11-14 00:00,2100-01-01 00:00,338.67,427.67,340.0,234.0,313.0
4102,2204:TX:SCAN,2204,TX,SCAN,Uvalde,GC,Uvalde,121101060903,930,29.21578,-99.75517,-6,,VLDT2,2013-09-17 00:00,2100-01-01 00:00,367.67,375.67,129.67,257.0,153.33
4103,2196:WI:SCAN,2196,WI,SCAN,UW Platteville,GC,Lafayette,70600050302,1090,42.70785,-90.3899,-6,,UWPW3,2013-09-04 17:00,2100-01-01 00:00,664.67,306.33,428.67,29.0,238.33
4113,2234:CA:SCAN,2234,CA,SCAN,Vallecitos,GC,San Benito,180400140302,1620,36.45976,-120.70601,-8,,,2022-10-26 00:00,2100-01-01 00:00,391.33,402.0,188.0,206.67,192.0
4117,2035:MS:SCAN,2035,MS,SCAN,Vance,GC,Tallahatchie,80302020505,150,34.06301,-90.35843,-6,24683,VNCM6,1999-09-17 00:00,2100-01-01 00:00,455.67,371.0,183.0,173.33,154.33
4128,2162:UT:SCAN,2162,UT,SCAN,Vermillion,GC,Kane,140700070405,6400,37.19061,-112.19252,-7,40638,VMLU1,2010-04-13 00:00,2100-01-01 00:00,181.67,70.67,69.33,747.33,73.0
4130,2202:TX:SCAN,2202,TX,SCAN,Vernon,GC,Wilbarger,111302070302,1190,34.01635,-99.2464,-6,,VNOT2,2013-09-13 00:00,2100-01-01 00:00,502.67,309.0,155.33,188.67,136.0
4137,2118:MT:SCAN,2118,MT,SCAN,Violett,GC,Liberty,100302040502,3210,48.43578,-111.18423,-7,34000,VIOM8,2006-10-20 00:00,2100-01-01 00:00,426.0,368.67,170.67,206.0,137.0
4158,2003:WI:SCAN,2003,WI,SCAN,Wabeno #1,GC,Forest,40301050401,1580,45.47351,-88.58584,-6,17217,WABW3,1993-10-01 00:00,2100-01-01 00:00,522.67,86.33,324.33,391.0,355.33
4161,2099:HI:SCAN,2099,HI,SCAN,Waimea Plain,GC,Hawaii,200100000201,3040,20.0096,-155.5979,-10,32499,WPLH1,2005-02-17 00:00,2100-01-01 00:00,294.0,369.67,355.33,336.33,395.67
4162,2009:FL:SCAN,2009,FL,SCAN,Wakulla #1,GC,Leon,31200010702,90,30.30585,-84.42477,-5,18824,WAKF1,1993-10-01 00:00,2100-01-01 00:00,57.0,22.0,761.0,921.33,319.33
4170,2026:AZ:SCAN,2026,AZ,SCAN,Walnut Gulch #1,GC,Cochise,150502020707,4500,31.74368,-110.05185,-7,24357,WGHA3,1999-03-19 00:00,2100-01-01 00:00,207.33,194.0,100.0,598.33,91.0
4188,2013:GA:SCAN,2013,GA,SCAN,Watkinsville #1,GC,Oconee,30701010305,760,33.88333,-83.43333,-5,19305,WKSG1,1993-10-01 00:00,2100-01-01 00:00,202.67,173.33,127.67,624.0,179.33
4206,2175:AL:SCAN,2175,AL,SCAN,Wedowee,GC,Randolph,31501080906,940,33.33168,-85.51818,-6,70256,WEDA1,2010-04-10 00:00,2100-01-01 00:00,310.67,241.33,134.33,448.0,211.33
4215,2205:TX:SCAN,2205,TX,SCAN,Weslaco,GC,Hidalgo,121102080300,70,26.15553,-97.95927,-6,,WCOT2,2013-09-16 00:00,2100-01-01 00:00,203.67,193.0,134.67,603.67,133.0
4225,2139:UT:SCAN,2139,UT,SCAN,West Summit,GC,San Juan,140300050503,6980,38.01394,-109.12745,-7,34634,WSMU1,2007-09-18 00:00,2100-01-01 00:00,368.67,269.33,133.33,361.67,133.33
4315,2108:NM:SCAN,2108,NM,SCAN,Willow Wells,GC,Lea,120800040101,4350,33.53382,-103.63097,-7,30946,WILN5,2005-03-12 00:00,2100-01-01 00:00,78.33,150.33,100.67,771.33,86.0
4361,2053:AL:SCAN,2053,AL,SCAN,Wtars,GC,Madison,60300020306,770,34.90159,-86.53852,-6,27978,WTAA1,2002-02-04 00:00,2100-01-01 00:00,662.0,266.67,169.33,71.33,183.67
4391,2038:SC:SCAN,2038,SC,SCAN,Youmans Farm,GC,Hampton,30601090302,100,32.66667,-81.2,-5,,YMFS1,1999-11-15 09:00,2100-01-01 00:00,139.33,219.67,324.0,640.67,296.33
